,busno,busid,stationid,stationnm,y,x,count
3688,163,3016300.0,15149,목동YMCA,126.882659756,37.5388422797,1
3689,163,3016300.0,15361,목동파라곤,126.875521492,37.5300691011,2
3690,163,3016300.0,15150,목동YMCA,126.883083574,37.5384588331,2
3691,163,3016300.0,15146,목동한신청구아파트,126.88035054,37.5407286601,2
3692,163,3016300.0,15142,목원초등학교.서울지방식품의약품안전청,126.881136422,37.5425325465,3
3693,163,3016300.0,15117,신목동역2번출구,126.882341821,37.5438547597,2
3694,163,3016300.0,14207,이화여대입구,126.944787476,37.5564896634,5
3695,163,3016300.0,14208,이화여대입구,126.945731869,37.5559161044,5
3696,163,3016300.0,14210,대흥교회,126.945758123,37.5540499504,5
3697,163,3016300.0,14212,서강대학교후문,126.94394646,37.5504951872,5
3698,163,3016300.0,02224,청계1가.광교,126.983624908,37.5684616458,3
3699,163,3016300.0,02225,청계2가.삼일교,126.988530172,37.5678404706,1
3700,163,3016300.0,02240,청계3가.세운교,126.993807712,37.5682058077,1
3701,163,3016300.0,02226,청계4가.배오개다리,126.997175536,37.5684843738,1
3702,163,3016300.0,02227,청계5가.방산시장,127.000671311,37.5691385986,1
3703,163,3016300.0,02228,청계6가.평화시장,127.004481838,37.5693746016,1
3704,163,3016300.0,02241,청계6가.오간수교,127.009036141,37.5694851752,1
3705,163,3016300.0,02229,청계7가.청평화시장,127.013850817,37.5695135435,2
3706,163,3016300.0,02230,청계8가.영도교,127.018825398,37.5706509342,2
3707,163,3016300.0,02273,황학동롯데캐슬,127.022163032,37.5715126997,2
3708,163,3016300.0,04263,청계천문화관,127.03472915,37.5712078062,1
3709,163,3016300.0,06323,서울문화재단,127.033393275,37.5711910709,1
3710,163,3016300.0,06317,스카이렉스앞,127.029078563,37.5703812298,1
3711,163,3016300.0,06296,청계8가.황학교.서울풍물시장,127.024547287,37.5717005562,1
3712,163,3016300.0,06178,대광고등학교앞,127.025562144,37.5797777214,3
3713,163,3016300.0,06177,안암오거리,127.030003766,37.5824024531,4
3714,163,3016300.0,06176,우신향병원,127.032293423,37.5855475535,5
3715,163,3016300.0,08155,숭례초등학교,127.036170198,37.5943969245,11
3716,163,3016300.0,08153,종암동주민센터,127.034786044,37.5985973113,11
3717,163,3016300.0,08151,종암경찰서,127.033788281,37.6010440534,11
3718,163,3016300.0,08128,KT월곡지사,127.033876139,37.6024830643,3
3719,163,3016300.0,08130,종암SK아파트,127.037493324,37.6020314272,3
3720,163,3016300.0,08132,월곡역,127.041569165,37.6016110566,4
3721,163,3016300.0,08134,동덕여대앞,127.04283389,37.6030027838,4
3722,163,3016300.0,08135,한국과학기술연구원입구,127.044880071,37.6042599406,4
3723,163,3016300.0,08137,월곡중학교,127.049703192,37.6067837534,3
3724,163,3016300.0,08139,새석관시장,127.052859874,37.6084439847,3
3725,163,3016300.0,08404,돌곶이역8번출구,127.056575323,37.6103904097,3
3726,163,3016300.0,08141,돌곶이역,127.058386078,37.6113185471,3
3727,163,3016300.0,08144,석관동주민센터,127.062050946,37.6133900746,2
3728,163,3016300.0,08146,석계역굴다리앞,127.065796581,37.6143314819,10
3729,163,3016300.0,11346,신도브래뉴.한전노원변전소,127.05916745,37.6282315098,4
3730,163,3016300.0,11345,인덕삼거리,127.057136334,37.6285875374,3
3731,171,3017100.0,08113,고려대보건과학대학,127.003066056,37.6074357529,5
3732,171,3017100.0,08115,봉국사,127.007595313,37.6057784504,6
3733,171,3017100.0,08117,정릉2동주민센터,127.011483368,37.6044084845,6
3734,171,3017100.0,08119,숭덕초교,127.014682739,37.6033583637,9
3735,171,3017100.0,08121,정릉길음시장,127.019094963,37.602183616,9
3736,171,3017100.0,01171,독립문,126.961563271,37.5711733169,1
3737,171,3017100.0,08124,길음역,127.023704428,37.6020133759,6
3738,171,3017100.0,08400,길음뉴타운10단지.라온유아파트,127.018133614,37.6029875372,7
3739,171,3017100.0,08120,숭덕초교,127.01511432,37.603698019,9
3740,171,3017100.0,08118,정릉2동주민센터,127.011335068,37.6048635476,6
3741,171,3017100.0,08116,봉국사,127.007593077,37.606064095,6
3742,171,3017100.0,08114,고려대보건과학대학,127.002330986,37.607856577,6
3743,171,3017100.0,08112,청덕초교,127.00012799,37.6085900841,7
3744,171,3017100.0,08108,국민대앞,126.994305954,37.6109300669,3
3745,172,3017200.0,11489,한성여객종점,127.070524996,37.6374748773,1
3746,172,3017200.0,11426,하계역,127.069487635,37.6368537465,5
3747,172,3017200.0,11454,하계우성아파트,127.066807585,37.6352513689,6
3748,172,3017200.0,11452,하계극동아파트,127.064721579,37.6338991064,5
3749,172,3017200.0,11339,월계헬스케어센터,127.06158033,37.6319697684,5
3750,172,3017200.0,11311,인덕대학,127.055274433,37.6279837976,2
3751,172,3017200.0,11310,월계주공108동앞롯데캐슬루나아파트,127.052592606,37.6261891646,2
3752,172,3017200.0,08185,월계2교.참누리아파트,127.050374601,37.6232183587,5
3753,172,3017200.0,08293,장곡초교,127.048563034,37.6161077606,4
3754,172,3017200.0,08282,국민은행장위동지점,127.048768878,37.6138828968,4
3755,172,3017200.0,08280,장위1동파출소,127.045789799,37.6139156282,4
3756,172,3017200.0,08278,장위1동주민센터,127.043054256,37.6139499981,4
3757,172,3017200.0,08276,장위동고개,127.040501292,37.6143699065,4
3758,172,3017200.0,09189,창문여고앞,127.036039495,37.6121979355,3
3759,172,3017200.0,09190,숭곡초등학교입구,127.032091114,37.6101518086,6
3760,172,3017200.0,01295,안국역.종로경찰서.인사동,126.984828942,37.5763382485,4
3761,172,3017200.0,14156,중동초등학교,126.910419459,37.5668726108,4
3762,172,3017200.0,14159,성산2동주민센타,126.908437031,37.5680037628,4
3763,172,3017200.0,14160,성산소방파출소,126.903856665,37.5698617774,4
3764,172,3017200.0,14162,성산아파트,126.901498542,37.571597138,4
3765,172,3017200.0,14107,월드컵파크3단지.난지천공원,126.888093062,37.5733297048,4
3766,172,3017200.0,14295,월드컵파크4단지후문,126.890068314,37.5773855678,2
3767,172,3017200.0,14273,월드컵경기장북측,126.899318767,37.5728018605,4
3768,172,3017200.0,14163,성산아파트,126.901525027,37.5712574486,4
3769,172,3017200.0,14161,성산소방파출소,126.903560222,37.569738086,4
3770,172,3017200.0,14158,성산2동주민센타,126.908326349,37.5677928213,4
3771,172,3017200.0,14157,중동초등학교,126.910307689,37.5666220223,4
3772,172,3017200.0,13920,연세대학교앞,126.935014306,37.5598124279,3
3773,172,3017200.0,08101,숭곡초교입구,127.032240535,37.6099346061,4
3774,172,3017200.0,08102,창문여고,127.035817284,37.6117826027,4
3775,172,3017200.0,08275,장위동고개,127.040336944,37.6141843392,4
3776,172,3017200.0,08277,장위1동주민센터,127.04278688,37.613861789,4
3777,172,3017200.0,08279,장위1동파출소,127.045123666,37.6137780188,4
3778,172,3017200.0,08281,국민은행장위동지점,127.048743721,37.6135206709,4
3779,172,3017200.0,08294,장곡초교,127.048499389,37.6157851984,4
3780,172,3017200.0,08186,월계2교,127.050236709,37.6236923876,5
3781,172,3017200.0,11337,롯데캐슬루나아파트,127.051436311,37.6251552305,2
3782,172,3017200.0,11338,인덕대앞,127.057512824,37.629037896,5
3783,172,3017200.0,11340,월계헬스케어센터,127.061686514,37.6315831486,5
3784,172,3017200.0,11453,하계시영아파트,127.065569169,37.6339842413,5
3785,172,3017200.0,11455,하계장미아파트,127.066962524,37.6349277927,8
3786,172,3017200.0,11425,하계미성아파트.을지병원,127.069242389,37.6363150439,5
3787,172,3017200.0,11429,한성여객종점,127.070816008,37.6372710586,4
3788,201,3020100.0,39080,구리차고지,127.156248667,37.59386833,1
3789,201,3020100.0,39051,수택고교.SK신일.우남아파트,127.154554021,37.5936137511,1
3790,201,3020100.0,39083,동명빌라,127.148745431,37.5888805901,1
3791,201,3020100.0,39081,벌말삼거리.상록아파트,127.147989435,37.5868045313,1
3792,201,3020100.0,39086,삼성.e편한세상아파트,127.143841939,37.5869159866,1
3793,201,3020100.0,39082,한일아파트,127.141396251,37.5875884503,1
3794,201,3020100.0,39056,한성3차.장자호수공원.구리고교,127.13916943,37.5878506102,1
3795,201,3020100.0,39057,LG원앙.한성아파트,127.138040497,37.5884700825,1
3796,201,3020100.0,39063,대림한숲아파트,127.138049723,37.590400203,1
3797,201,3020100.0,39077,행정복지센터.새마을금고,127.140130729,37.592046742,1
3798,201,3020100.0,39059,럭키아파트,127.143874435,37.5914448169,1
3799,201,3020100.0,39074,밀알교회.구리사회복지관,127.146244927,37.5910634468,1
3800,201,3020100.0,39058,수평사거리.우림아파트,127.14882145,37.5906628467,1
3801,201,3020100.0,39046,검배사거리,127.150192286,37.5943672843,1
3802,201,3020100.0,39071,수택1동주민센터,127.148770848,37.5948232326,1
3803,201,3020100.0,39040,수택동농협(구축협),127.147580595,37.5953707857,1
3804,201,3020100.0,39048,남양시장.교문정형외과,127.145228061,37.5969010466,1
3805,201,3020100.0,39049,새마을금고.구리시장입구,127.142768864,37.5989657339,1
3806,201,3020100.0,39038,돌다리(중),127.139028743,37.6004840244,1
3807,201,3020100.0,39010,한양대구리병원.중앙예식장(중),127.134228296,37.6006860182,1
3808,201,3020100.0,39028,교문사거리(중),127.129400616,37.6008725282,1
3809,201,3020100.0,39021,딸기원(중),127.120667298,37.6006835408,1
3810,201,3020100.0,07013,동부제일병원,127.108902187,37.6004643043,1
3811,201,3020100.0,06278,세종대왕기념관,127.042380198,37.5898533719,2
3812,201,3020100.0,06280,홍릉사거리,127.043175163,37.5860009275,2
3813,201,3020100.0,06282,동대문경찰서,127.043878181,37.583817328,2
3814,201,3020100.0,06285,현대코아,127.044655798,37.5814859166,3
3815,201,3020100.0,01182,종로3가역15번출구,126.990860766,37.570099712,4
3816,201,3020100.0,06284,현대코아,127.044873385,37.5818120287,2
3817,201,3020100.0,06283,동대문경찰서,127.044260739,37.5835585724,3
3818,201,3020100.0,06281,홍릉사거리,127.043466176,37.586014337,3
3819,201,3020100.0,06279,세종대왕기념관,127.042567386,37.5904615395,2
3820,201,3020100.0,39026,딸기원(중),127.119977182,37.6004337422,1
3821,201,3020100.0,39025,교문사거리(중),127.128611049,37.6007643597,1
3822,201,3020100.0,39029,한양대구리병원.중앙예식장(중),127.133308535,37.6006068639,1
3823,201,3020100.0,39045,돌다리(중),127.138120269,37.6003859715,1
3824,201,3020100.0,39042,새마을금고.구리시장입구,127.142873062,37.598377198,1
3825,201,3020100.0,39050,남양시장.교문정형외과,127.145059,37.5967354544,1
3826,201,3020100.0,39039,수택동농협(구축협),127.147410419,37.5952151102,1
3827,201,3020100.0,39070,수택1동주민센타.행복한외과,127.14868115,37.5947053031,1
3828,201,3020100.0,39047,검배사거리,127.150128672,37.5942691467,1
3829,201,3020100.0,39053,종로학원,127.150269723,37.5928921054,2
3830,201,3020100.0,39066,구리여중고교,127.149818707,37.5916059253,2
3831,201,3020100.0,39072,수평사거리.우림아파트,127.148774292,37.5908647498,1
3832,201,3020100.0,39073,밀알교회.구리사회복지관,127.146384604,37.5912642163,1
3833,201,3020100.0,39075,럭키아파트,127.143235217,37.591750162,1
3834,201,3020100.0,39076,행정복지센터.새마을금고,127.14123826,37.5920670481,1
3835,201,3020100.0,39079,대림.하나아파트,127.137828956,37.5916538745,1
3836,201,3020100.0,39078,구리.한양아파트,127.137835555,37.5884775307,1
3837,201,3020100.0,39060,장자호수공원,127.138814561,37.5876104374,1
3838,201,3020100.0,39087,삼성.e편한세상아파트,127.14379062,37.5867268205,1
3839,201,3020100.0,39085,벌말삼거리.상록아파트,127.148026607,37.586706266,1
3840,201,3020100.0,39054,동명빌라,127.14832135,37.587447492,1
3841,201,3020100.0,39064,구리여중고,127.149949985,37.5915661108,2
3842,201,3020100.0,39044,수택고교.SK신일.우남아파트,127.154534598,37.5935308765,1
3843,201,3020100.0,39089,환경사업소,127.159877111,37.593399411,1
3844,201,3020100.0,39088,구리차고지,127.156367572,37.5938681725,1
3845,202,3020200.0,42067,202번종점,127.109217434,37.6464237727,2
3846,202,3020200.0,42069,불암동,127.107286459,37.6496099601,2
3847,202,3020200.0,42401,신안인스빌아파트,127.11230595,37.6497404505,1
3848,202,3020200.0,42403,화접초등학교,127.116084342,37.6512172664,1
3849,202,3020200.0,42405,KCC스위첸아파트,127.118351846,37.6560664213,1
3850,202,3020200.0,42421,상록리슈빌아파트,127.121581098,37.6576156952,1
3851,202,3020200.0,42407,단독2,127.122823335,37.6569458084,1
3852,202,3020200.0,42409,주공1,127.125083279,37.653545467,1
3853,202,3020200.0,42411,별내더샵아파트,127.126058061,37.6509294985,1
3854,202,3020200.0,42413,동익미라벨아파트,127.122112467,37.6478069031,1
3855,202,3020200.0,42415,쌍용예가아파트정문앞,127.120430014,37.6466669645,1
3856,202,3020200.0,42417,쌍용예가아파트,127.118101555,37.6461647137,1
3857,202,3020200.0,42419,신일유토빌.별내파출소,127.114784312,37.6467140421,1
3858,202,3020200.0,42101,삼육대.논골.한화아파트,127.111792765,37.6445759486,2
3859,202,3020200.0,11156,담터고개,127.111287445,37.6408369424,3
3860,202,3020200.0,11155,삼육대앞,127.108298616,37.6387780506,3
3861,202,3020200.0,11153,한국체육과학연구원,127.105475633,37.6352934231,3
3862,202,3020200.0,11151,태릉선수촌,127.103599612,37.6338984085,3
3863,202,3020200.0,11149,태릉강릉,127.098383126,37.6304868708,3
3864,202,3020200.0,11147,태릉국제사격장,127.096186705,37.6281945254,3
3865,202,3020200.0,11145,서울여대.육군사관학교행정안내소,127.094552683,37.6261675083,3
3866,202,3020200.0,11143,육군사관학교정문,127.090261385,37.6235352001,3
3867,202,3020200.0,11141,공릉중학교입구,127.088040299,37.6220374749,3
3868,202,3020200.0,11139,화랑대역2번출구,127.083590654,37.6202214222,5
3869,202,3020200.0,11478,태릉입구,127.07860533,37.6183307692,1
3870,202,3020200.0,07213,묵동구길,127.079204402,37.6160244932,5
3871,202,3020200.0,07215,묵1동주민센터입구.먹골역,127.077799587,37.6125895905,3
3872,202,3020200.0,07425,먹골역,127.07785468,37.6089365533,5
3873,202,3020200.0,07105,한국전력동부지사,127.078195988,37.6071323536,5
3874,202,3020200.0,07107,지하철7호선중화역,127.079079188,37.6026119155,6
3875,202,3020200.0,07109,국민은행중화동지점,127.079806778,37.5988223545,5
3876,202,3020200.0,03205,용산중고,126.977424756,37.5456782648,1
3877,202,3020200.0,03204,후암동우리은행앞,126.980862638,37.5466033961,1
3878,202,3020200.0,07110,중화동한신아파트,127.080169453,37.5990762154,5
3879,202,3020200.0,07108,지하철7호선중화역,127.079449784,37.602844147,6
3880,202,3020200.0,07106,한국전력동부지사,127.078827975,37.6060371134,5
3881,202,3020200.0,07426,먹골역,127.078182468,37.6093643524,5
3882,202,3020200.0,07214,묵1동주민센터입구.먹골역,127.077951746,37.6118632153,3
3883,202,3020200.0,07212,묵동구길,127.079055474,37.6155190845,4
3884,202,3020200.0,11114,주유소앞다운복지관,127.079660529,37.6188544927,5
3885,202,3020200.0,11118,화랑대역1번출구,127.083285431,37.6197810079,5
3886,202,3020200.0,11140,공릉중학교입구,127.08837087,37.6218480002,3
3887,202,3020200.0,11142,육군사관학교정문,127.091319952,37.6239065331,3
3888,202,3020200.0,11144,서울여대.육군사관학교행정안내소,127.094972793,37.6260067781,3
3889,202,3020200.0,11146,태릉국제사격장,127.096277769,37.6276474938,3
3890,202,3020200.0,11148,태릉강릉,127.098575341,37.6301893532,3
3891,202,3020200.0,11150,태릉선수촌,127.103273604,37.633302178,3
3892,202,3020200.0,11152,한국체육과학연구원,127.106279399,37.6355918609,3
3893,202,3020200.0,11154,삼육대앞,127.108375013,37.6383274399,3
3894,202,3020200.0,39006,담터고개,127.11227306,37.6421957393,2
3895,202,3020200.0,42100,삼육대.논골.한화아파트,127.111989635,37.6443712167,2
3896,202,3020200.0,42420,신일유토빌.별내파출소,127.114966355,37.6464498485,1
3897,202,3020200.0,42418,쌍용예가아파트,127.117853673,37.6456342255,1
3898,202,3020200.0,42416,쌍용예가아파트정문앞,127.120949918,37.6465123481,1
3899,202,3020200.0,42414,동익미라벨아파트,127.122536067,37.6476631922,1
3900,202,3020200.0,42412,별내더샵아파트,127.126287056,37.6503003004,1
3901,202,3020200.0,42410,주공1,127.126224686,37.6529558469,1
3902,202,3020200.0,42408,단독2,127.124011076,37.656232714,1
3903,202,3020200.0,42422,상록리슈빌아파트,127.121574854,37.6579572102,1
3904,202,3020200.0,42406,KCC스위첸아파트,127.118530709,37.6566465362,1
3905,202,3020200.0,42404,화접초등학교,127.1159301,37.6518734036,1
3906,202,3020200.0,42402,신안인스빌아파트,127.112970268,37.6498821868,1
3907,202,3020200.0,42066,불암동,127.106968706,37.6493065848,2
3908,202,3020200.0,42068,202번종점,127.109618097,37.6460827929,2
3909,240,3024002.0,07437,새우개마을입구,127.099804584,37.6140553175,1
3910,240,3024002.0,07284,봉화초등학교,127.09152857,37.6138773039,2
3911,240,3024002.0,07285,신내6단지,127.090418511,37.6138970824,1
3912,240,3024002.0,07288,신내우체국,127.090017342,37.6165664023,4
3913,240,3024002.0,07137,하나은행망우동지점,127.098208705,37.5995257429,3
3914,240,3024002.0,07186,중곡초등학교,127.084178792,37.5731508875,5
3915,240,3024002.0,05129,면곡시장앞,127.083214743,37.5705627352,3
3916,240,3024002.0,05128,중곡3동주민센터앞,127.082641885,37.5684915275,3
3917,240,3024002.0,05126,중곡역입구,127.081741248,37.5668530679,3
3918,240,3024002.0,05124,중마초등학교.중곡제일골목시장앞,127.080997171,37.5654974368,3
3919,240,3024002.0,05108,중곡1동사거리,127.079416098,37.5626150143,3
3920,240,3024002.0,05106,중곡1동주민센터입구,127.078495198,37.5609495091,3
3921,240,3024002.0,05103,한국투자신탁앞,127.077541439,37.5592110293,3
3922,240,3024002.0,05238,외환은행군자지점앞,127.076709077,37.5577085489,3
3923,240,3024002.0,05241,군자삼거리,127.075286942,37.5549755455,3
3924,240,3024002.0,05243,세종초등학교앞,127.07290385,37.5532406323,4
3925,240,3024002.0,05246,군자새마을금고앞,127.071087755,37.5513566499,4
3926,240,3024002.0,05248,화양시장앞,127.070537287,37.5485104213,4
3927,240,3024002.0,05215,국민은행신자양지점,127.067312705,37.5356635743,4
3928,240,3024002.0,05219,노룬산시장앞,127.062944739,37.5368058708,4
3929,240,3024002.0,04189,영동대교북단,127.060641963,37.5367692297,6
3930,240,3024002.0,23109,신사역사거리,127.019428568,37.5174366158,2
3931,240,3024002.0,05220,영동대교북단,127.061162321,37.5365680167,5
3932,240,3024002.0,05221,노룬산시장앞,127.062899309,37.5366067526,4
3933,240,3024002.0,05200,국민은행신자양지점,127.066874712,37.5355719112,4
3934,240,3024002.0,05247,화양시장앞,127.070754754,37.5486923124,4
3935,240,3024002.0,05245,군자새마을금고앞,127.071322507,37.5518512093,4
3936,240,3024002.0,05244,세종초교앞,127.074254636,37.5537705351,4
3937,240,3024002.0,05242,군자삼거리,127.07532283,37.5546466232,4
3938,240,3024002.0,05240,세진약국앞,127.076032901,37.5561609072,4
3939,240,3024002.0,05239,외환은행군자지점앞,127.076559103,37.5571562758,4
3940,240,3024002.0,05104,메리놀교회앞,127.077631863,37.559086619,3
3941,240,3024002.0,05105,중곡1동주민센터입구,127.078279417,37.5602675248,3
3942,240,3024002.0,05107,중곡1동사거리,127.079472524,37.5624536807,3
3943,240,3024002.0,05109,중마초등학교.중곡제일골목시장앞,127.080993468,37.5652135952,2
3944,240,3024002.0,05125,중곡역입구,127.081615033,37.5663404337,2
3945,240,3024002.0,05127,중곡3동주민센터앞,127.082885435,37.5686346304,2
3946,240,3024002.0,05130,면곡시장앞,127.08341775,37.5708896882,2
3947,240,3024002.0,07185,중곡초등학교,127.084223804,37.5729084619,5
3948,240,3024002.0,07308,상봉터미널,127.093142529,37.5964661524,3
3949,240,3024002.0,07134,망우역,127.095446382,37.5985548348,3
3950,240,3024002.0,07289,신내우체국,127.089649012,37.6164189048,4
3951,240,3024002.0,07287,신내6단지아파트,127.089888606,37.6140768032,1
3952,240,3024002.0,07283,봉화초등학교,127.09172439,37.6137609119,1
3953,241,3024103.0,07301,신내능마을,127.101431883,37.6145594387,2
3954,241,3024103.0,07435,신내데시앙아파트후문,127.100263161,37.6130754494,4
3955,241,3024103.0,07433,서울의료원후문,127.09824099,37.6137412498,4
3956,241,3024103.0,07296,봉화산역2번출구,127.092865494,37.616847136,6
3957,241,3024103.0,07286,신내6단지,127.091680968,37.6162209073,4
3958,241,3024103.0,07281,신내7단지아파트홈플러스,127.093887525,37.6152532096,6
3959,241,3024103.0,07354,중랑소방서,127.09511698,37.614688146,6
3960,241,3024103.0,07279,신내8단지아파트.서울의료원,127.096179738,37.6131148914,7
3961,241,3024103.0,07278,신내9단지아파트,127.0959907,37.6105694794,7
3962,241,3024103.0,07277,신내10단지아파트,127.095562989,37.6091470123,7
3963,241,3024103.0,06184,동아제약앞,127.030442488,37.5725993738,4
3964,241,3024103.0,04273,왕십리1동새마을금고,127.027009162,37.5673522496,1
3965,241,3024103.0,04304,왕십리도선동청사앞,127.024576564,37.5677753933,1
3966,241,3024103.0,02258,신당초등학교앞,127.023827235,37.564476647,1
3967,241,3024103.0,02259,금호베스트빌.삼성래미안아파트,127.024144377,37.5615426237,1
3968,241,3024103.0,04289,신당현대아파트,127.023643721,37.5604767315,1
3969,241,3024103.0,04275,극동아파트,127.024110398,37.5579661904,1
3970,241,3024103.0,04277,벽산아파트,127.025688574,37.555602288,1
3971,241,3024103.0,04279,행당역,127.028981659,37.5569450569,1
3972,241,3024103.0,04162,옥수동삼성아파트,127.014655208,37.5438034317,5
3973,241,3024103.0,04170,옥정중학교입구,127.010999464,37.5408770683,3
3974,241,3024103.0,03210,한남시범아파트,127.012260753,37.5379429734,3
3975,241,3024103.0,03212,한남동,127.008444585,37.5339127002,3
3976,241,3024103.0,23120,삼정호텔,127.031690511,37.5067856544,2
3977,241,3024103.0,23121,신논현역,127.026092037,37.5051353042,2
3978,241,3024103.0,03213,한남동,127.008700291,37.5337549896,3
3979,241,3024103.0,03211,한남시범아파트,127.012671479,37.5377041394,3
3980,241,3024103.0,04169,옥정중학교입구,127.011302745,37.5409040726,3
3981,241,3024103.0,04161,옥수동삼성아파트,127.014847557,37.5436204852,5
3982,241,3024103.0,04163,미타사입구,127.016837316,37.5448556208,5
3983,241,3024103.0,04281,무학여고,127.0330163,37.5583911544,1
3984,241,3024103.0,04280,행당역,127.028764391,37.557079373,1
3985,241,3024103.0,04278,대림아파트,127.024926027,37.5565738309,1
3986,241,3024103.0,04276,풍림아파트,127.023771141,37.5589412426,1
3987,241,3024103.0,04290,신당현대아파트,127.023820411,37.5608200126,1
3988,241,3024103.0,02260,금호베스트빌.삼성래미안아파트,127.024347227,37.5622544456,1
3989,241,3024103.0,02261,도로교통공단후문,127.024166768,37.5642774365,1
3990,241,3024103.0,04106,청계벽산아파트앞,127.030417138,37.5687246853,4
3991,241,3024103.0,06185,동아제약앞,127.030731225,37.5727164409,4
3992,241,3024103.0,06183,서울시동부병원,127.030695291,37.5761901571,5
3993,241,3024103.0,07131,국민은행망우동지점,127.097354727,37.599481396,5
3994,241,3024103.0,07272,성원아파트경남아너스빌앞,127.095888679,37.6034500817,7
3995,241,3024103.0,07274,중랑구청사거리,127.095461447,37.6059130971,6
3996,241,3024103.0,07275,신내동성3차아파트,127.095333367,37.6076144511,7
3997,241,3024103.0,07276,신내동성1.2차아파트,127.096204751,37.6096700217,7
3998,241,3024103.0,07280,신내9단지아파트.서울의료원,127.096622002,37.612626142,8
3999,241,3024103.0,07347,중랑소방서,127.095220298,37.6148745872,5
4000,241,3024103.0,07282,신내7단지아파트홈플러스,127.09358206,37.6155562167,5
4001,241,3024103.0,07367,신내6단지아파트,127.09180008,37.6163595817,4
4002,241,3024103.0,07297,봉화산역3번출구,127.09295004,37.6165154703,6
4003,241,3024103.0,07432,서울의료원후문,127.097576066,37.6137345927,3
4004,241,3024103.0,07434,신내데시앙아파트후문,127.099551786,37.61305803,4
4005,260,3026000.0,07304,신내초등학교,127.100749959,37.6061555986,5
4006,260,3026000.0,07307,능산지하차도,127.100348991,37.6010819221,4
4007,260,3026000.0,14010,아현초등학교,126.95733514,37.5548981253,5
4008,260,3026000.0,14008,마포경찰서,126.955304813,37.5507703612,5
4009,260,3026000.0,14006,아현동주민센터,126.953241619,37.5470777755,5
4010,260,3026000.0,19133,국회의사당역,126.917373304,37.5280783257,6
4011,260,3026000.0,14003,공덕역,126.95090462,37.5436049054,5
4012,260,3026000.0,14005,아현동주민센터,126.952907077,37.546364876,5
4013,260,3026000.0,14007,마포경찰서,126.955212349,37.5501999331,5
4014,260,3026000.0,14009,아현초등학교,126.957100186,37.5540780443,5
4015,260,3026000.0,07306,능산지하차도,127.100637608,37.6009474144,5
4016,260,3026000.0,07305,신내새한아파트앞,127.101048541,37.605838161,5
4017,261,3026100.0,08335,석관고등학교후문,127.066316703,37.6107223439,1
4018,261,3026100.0,08332,석계역,127.065424502,37.6137162476,1
4019,261,3026100.0,11457,석계역1번출구,127.064939452,37.6147437525,1
4020,261,3026100.0,11282,물류센터,127.064266176,37.6168850987,4
4021,261,3026100.0,11280,월계현대아파트,127.063474451,37.619656362,4
4022,261,3026100.0,11279,광운대역,127.062040232,37.622307213,4
4023,261,3026100.0,11336,월계삼거리,127.059882571,37.6228651974,4
4024,261,3026100.0,11335,광운대학교,127.058145788,37.6198429291,4
4025,261,3026100.0,11334,광운전자공업고등학교,127.056628173,37.6188434634,5
4026,261,3026100.0,11465,벼루말교,127.055220831,37.6198488394,5
4027,261,3026100.0,08218,광운초교앞,127.053410297,37.6194649098,6
4028,261,3026100.0,08220,국민은행장위1동지점,127.051674039,37.6183447338,6
4029,261,3026100.0,08222,장위1동새마을금고,127.04966132,37.6170561459,6
4030,261,3026100.0,08203,하나은행장위동지점,127.050020979,37.6162107764,2
4031,261,3026100.0,08205,장위동원천주유소,127.052767858,37.6144731894,2
4032,261,3026100.0,08207,장위2동주민센터,127.055532254,37.6120921547,2
4033,261,3026100.0,08209,돌곶이역,127.057539075,37.6101790897,4
4034,261,3026100.0,08211,석관시장,127.059070414,37.6086897394,4
4035,261,3026100.0,08213,석관동새마을금고,127.06022709,37.6075718081,4
4036,261,3026100.0,08215,한국예술종합학교,127.061829317,37.6056471604,4
4037,261,3026100.0,06130,의릉입구,127.061922988,37.6038755751,4
4038,261,3026100.0,06128,이문동우체국,127.061745994,37.5993882544,4
4039,261,3026100.0,06320,회기동현대아파트,127.054364656,37.5890582057,4
4040,261,3026100.0,02165,을지로5가,126.999258524,37.5668182855,3
4041,261,3026100.0,02162,을지로4가,126.996217915,37.5666470197,3
4042,261,3026100.0,02160,을지로3가,126.990375588,37.5663556351,3
4043,261,3026100.0,19143,63빌딩.가톨릭대학교여의도성모병원,126.937404823,37.5193157396,3
4044,261,3026100.0,19147,여의동주민센터,126.934571713,37.5183860716,3
4045,261,3026100.0,19283,중소기업진흥공단,126.927441678,37.5248806342,8
4046,261,3026100.0,19287,하나은행여의도지점,126.931322363,37.5211596134,2
4047,261,3026100.0,19148,여의동주민센터,126.934046824,37.5183515379,4
4048,261,3026100.0,19144,63빌딩.가톨릭대학교여의도성모병원,126.937709273,37.5191618125,4
4049,261,3026100.0,19142,여의도중학교,126.935857305,37.5244746033,5
4050,261,3026100.0,02159,을지로2가,126.988828172,37.5660094793,4
4051,261,3026100.0,02161,을지로3가,126.991327642,37.5661205237,4
4052,261,3026100.0,02166,을지로5가.중부시장,127.001115041,37.5666200422,4
4053,261,3026100.0,02169,을지로6가.국립중앙의료원,127.006377762,37.5660747142,4
4054,261,3026100.0,06018,청량리역환승센터,127.045668478,37.5803717816,8
4055,261,3026100.0,06321,우산빌딩앞,127.054677059,37.588882349,5
4056,261,3026100.0,06129,이문동교회,127.062128245,37.600101715,4
